marital_status,application_mode,application_order,course,time,previous_qualification,nationality,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,output
single,1st phase - general contingent,5,12,daytime,Secondary education,Portuguese,,,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,19,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,1,12,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,1,12,daytime,Secondary education,Portuguese,Higher Education - Master's,Higher Education - Master's,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities,0,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,2,12,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Unskilled Workers,1,0,0,1,0,0,21,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,3,15,daytime,Secondary education,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Administrative staff,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,1,15,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,1,19,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,4,15,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,,,0,0,0,0,0,0,18,0,12.7,3.7,-1.7,Dropout
single,,1,3,evening,Higher education - degree,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,0,0,30,0,10.8,1.4,1.74,Dropout
single,,1,8,daytime,Secondary education,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent,3,12,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,1,0,0,1,0,1,20,0,7.6,2.6,0.32,Graduate
single,,1,14,daytime,Other - 11th year of schooling,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,0,0,1,0,0,0,25,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,5,12,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
facto union,1st phase - general contingent,3,6,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,21,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent,1,12,daytime,Secondary education,Portuguese,Higher Education - Doctorate,Higher Education - Master's,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities,0,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,1,12,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
single,,1,16,daytime,Secondary education,Portuguese,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,0,0,0,0,0,29,0,12.7,3.7,-1.7,Dropout
single,,1,8,daytime,Secondary education,Portuguese,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,0,0,1,0,0,20,0,15.5,2.8,-4.06,Graduate
single,,1,12,daytime,Higher education - degree,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,0,0,26,0,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent,2,10,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,21,0,12.4,0.5,1.79,Graduate
single,,1,12,daytime,Secondary education,Portuguese,Technical-professional course,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Graduate
single,,2,11,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,1,1,0,0,19,0,16.2,0.3,-0.92,Dropout
single,,1,15,daytime,Secondary education,Portuguese,,,Armed Forces Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,0,0,21,0,15.5,2.8,-4.06,Enrolled
single,,1,3,evening,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,0,0,1,1,0,0,20,0,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,6,12,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Unskilled Workers,1,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,2,15,daytime,Secondary education,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10th Year of Schooling,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, and Executive Managers",1,0,0,0,0,0,20,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,1,10,daytime,Secondary education,Portuguese,,,Armed Forces Professions,Armed Forces Professions,0,1,0,1,0,1,20,0,16.2,0.3,-0.92,Graduate
single,,1,12,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,0,0,0,1,0,1,18,0,16.2,0.3,-0.92,Enrolled
single,Holders of other higher courses,1,5,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent,1,15,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
single,,1,6,daytime,Secondary education,Portuguese,Higher Education - Bachelor's Degree,10th Year of Schooling,Intermediate Level Technicians and Professions,Armed Forces Professions,1,0,0,1,0,0,18,0,10.8,1.4,1.74,Enrolled
single,International student (bachelor),1,6,daytime,10th year of schooling,Portuguese,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,0,0,1,0,0,22,0,13.9,-0.3,0.79,Graduate
single,International student (bachelor),3,6,daytime,10th year of schooling,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",Specialists in Intellectual and Scientific Activities,1,0,0,1,0,0,19,0,12.7,3.7,-1.7,Enrolled
single,,1,4,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,Intermediate Level Technicians and Professions,1,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,2,13,daytime,Secondary education,Portuguese,,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,1,10,daytime,Secondary education,Portuguese,,,,,1,0,1,1,0,0,20,0,11.1,0.6,2.02,Graduate
single,,1,16,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,18,0,10.8,1.4,1.74,Dropout
single,,2,14,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,21,0,8.9,1.4,3.51,Dropout
single,1st phase - general contingent,1,10,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,0,0,19,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,5,12,daytime,Secondary education,Portuguese,,,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,4,15,daytime,Secondary education,,11th Year of Schooling - Not Completed,11th Year of Schooling - Not Completed,,"Personal Services, Security and Safety Workers, and Sellers",1,0,0,1,0,0,18,1,7.6,2.6,0.32,Graduate
single,,1,2,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Skilled Workers in Industry, Construction and Craftsmen",Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,18,0,12.4,0.5,1.79,Enrolled
single,,1,6,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,1,0,1,0,0,1,21,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,1,9,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,1,1,0,0,19,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,1,9,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Graduate
single,,3,10,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",,1,0,0,1,0,0,19,0,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent,1,2,daytime,Secondary education,Portuguese,Higher Education - Doctorate,Higher Education - Degree,Administrative staff,Administrative staff,0,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
single,,1,11,daytime,Secondary education,Portuguese,,,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,1,19,0,10.8,1.4,1.74,Dropout
single,,2,12,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,20,0,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent,3,12,daytime,Secondary education,Portuguese,Other - 11th Year of Schooling,2nd year complementary high school course,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,1,0,0,0,0,0,18,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,1,2,daytime,Secondary education,Portuguese,,10th Year of Schooling,Unskilled Workers,Unskilled Workers,1,0,0,1,0,1,19,0,11.1,0.6,2.02,Dropout
single,1st phase - general contingent,1,5,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,1,6,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Administrative staff,Installation and Machine Operators and Assembly Workers,0,0,0,1,0,0,18,0,11.1,0.6,2.02,Enrolled
single,1st phase - general contingent,1,10,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,2nd cycle of the general high school course,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Installation and Machine Operators and Assembly Workers,0,0,0,1,0,1,19,0,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,2,9,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
single,,5,12,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,1,19,0,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,3,12,daytime,Secondary education,Portuguese,,,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
single,,1,11,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",Specialists in Intellectual and Scientific Activities,0,0,1,1,0,0,25,0,15.5,2.8,-4.06,Dropout
single,,5,5,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,0,0,0,18,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,5,15,daytime,Secondary education,Portuguese,,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,19,0,8.9,1.4,3.51,Graduate
single,,2,13,daytime,Secondary education,Portuguese,,,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,1,0,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
